x,rho,T
# Solver Output (Python BVP)
# Parameters: J=-5.180425e-10, Q=-2.431465e+01
   0.12100,  6.17178201E-01,  5.58249820E+00
   0.12200,  6.17327607E-01,  5.57896894E+00
   0.12300,  6.17477143E-01,  5.57543830E+00
   0.12400,  6.17626811E-01,  5.57190628E+00
   0.12500,  6.17776609E-01,  5.56837287E+00
   0.12600,  6.17926540E-01,  5.56483809E+00
   0.12700,  6.18076602E-01,  5.56130191E+00
   0.12800,  6.18226796E-01,  5.55776434E+00
   0.12900,  6.18377122E-01,  5.55422538E+00
   0.13000,  6.18527580E-01,  5.55068503E+00
   0.13100,  6.18678171E-01,  5.54714328E+00
   0.13200,  6.18828895E-01,  5.54360012E+00
   0.13300,  6.18979753E-01,  5.54005557E+00
   0.13400,  6.19130743E-01,  5.53650961E+00
   0.13500,  6.19281867E-01,  5.53296225E+00
   0.13600,  6.19433125E-01,  5.52941348E+00
   0.13700,  6.19584518E-01,  5.52586329E+00
   0.13800,  6.19736044E-01,  5.52231169E+00
   0.13900,  6.19887705E-01,  5.51875868E+00
   0.14000,  6.20039501E-01,  5.51520424E+00
   0.14100,  6.20191432E-01,  5.51164839E+00
   0.14200,  6.20343499E-01,  5.50809111E+00
   0.14300,  6.20495701E-01,  5.50453241E+00
   0.14400,  6.20648038E-01,  5.50097228E+00
   0.14500,  6.20800512E-01,  5.49741072E+00
   0.14600,  6.20953123E-01,  5.49384772E+00
   0.14700,  6.21105869E-01,  5.49028329E+00
   0.14800,  6.21258753E-01,  5.48671742E+00
   0.14900,  6.21411774E-01,  5.48315011E+00
   0.15000,  6.21564932E-01,  5.47958136E+00
   0.15100,  6.21718227E-01,  5.47601116E+00
   0.15200,  6.21871661E-01,  5.47243952E+00
   0.15300,  6.22025232E-01,  5.46886643E+00
   0.15400,  6.22178942E-01,  5.46529188E+00
   0.15500,  6.22332791E-01,  5.46171588E+00
   0.15600,  6.22486778E-01,  5.45813842E+00
   0.15700,  6.22640905E-01,  5.45455949E+00
   0.15800,  6.22795171E-01,  5.45097911E+00
   0.15900,  6.22949576E-01,  5.44739726E+00
   0.16000,  6.23104121E-01,  5.44381395E+00
   0.16100,  6.23258807E-01,  5.44022916E+00
   0.16200,  6.23413633E-01,  5.43664290E+00
   0.16300,  6.23568600E-01,  5.43305517E+00
   0.16400,  6.23723707E-01,  5.42946595E+00
   0.16500,  6.23878956E-01,  5.42587526E+00
   0.16600,  6.24034347E-01,  5.42228308E+00
   0.16700,  6.24189879E-01,  5.41868942E+00
   0.16800,  6.24345553E-01,  5.41509427E+00
   0.16900,  6.24501369E-01,  5.41149763E+00
   0.17000,  6.24657328E-01,  5.40789950E+00
   0.17100,  6.24813430E-01,  5.40429987E+00
   0.17200,  6.24969674E-01,  5.40069874E+00
   0.17300,  6.25126062E-01,  5.39709611E+00
   0.17400,  6.25282594E-01,  5.39349197E+00
   0.17500,  6.25439270E-01,  5.38988633E+00
   0.17600,  6.25596090E-01,  5.38627918E+00
   0.17700,  6.25753054E-01,  5.38267052E+00
   0.17800,  6.25910163E-01,  5.37906034E+00
   0.17900,  6.26067417E-01,  5.37544865E+00
   0.18000,  6.26224816E-01,  5.37183543E+00
   0.18100,  6.26382361E-01,  5.36822070E+00
   0.18200,  6.26540051E-01,  5.36460444E+00
   0.18300,  6.26697888E-01,  5.36098665E+00
   0.18400,  6.26855871E-01,  5.35736733E+00
   0.18500,  6.27014001E-01,  5.35374647E+00
   0.18600,  6.27172277E-01,  5.35012408E+00
   0.18700,  6.27330701E-01,  5.34650015E+00
   0.18800,  6.27489272E-01,  5.34287468E+00
   0.18900,  6.27647992E-01,  5.33924767E+00
   0.19000,  6.27806859E-01,  5.33561911E+00
   0.19100,  6.27965874E-01,  5.33198900E+00
   0.19200,  6.28125038E-01,  5.32835733E+00
   0.19300,  6.28284352E-01,  5.32472411E+00
   0.19400,  6.28443814E-01,  5.32108933E+00
   0.19500,  6.28603426E-01,  5.31745300E+00
   0.19600,  6.28763187E-01,  5.31381509E+00
   0.19700,  6.28923099E-01,  5.31017562E+00
   0.19800,  6.29083161E-01,  5.30653458E+00
   0.19900,  6.29243374E-01,  5.30289197E+00
   0.20000,  6.29403737E-01,  5.29924779E+00
   0.20100,  6.29564252E-01,  5.29560202E+00
   0.20200,  6.29724919E-01,  5.29195468E+00
   0.20300,  6.29885737E-01,  5.28830575E+00
   0.20400,  6.30046708E-01,  5.28465523E+00
   0.20500,  6.30207831E-01,  5.28100313E+00
   0.20600,  6.30369106E-01,  5.27734943E+00
   0.20700,  6.30530535E-01,  5.27369414E+00
   0.20800,  6.30692117E-01,  5.27003725E+00
   0.20900,  6.30853853E-01,  5.26637876E+00
   0.21000,  6.31015742E-01,  5.26271866E+00
   0.21100,  6.31177786E-01,  5.25905696E+00
   0.21200,  6.31339984E-01,  5.25539364E+00
   0.21300,  6.31502337E-01,  5.25172872E+00
   0.21400,  6.31664846E-01,  5.24806218E+00
   0.21500,  6.31827510E-01,  5.24439402E+00
   0.21600,  6.31990329E-01,  5.24072424E+00
   0.21700,  6.32153305E-01,  5.23705283E+00
   0.21800,  6.32316437E-01,  5.23337979E+00
   0.21900,  6.32479726E-01,  5.22970513E+00
   0.22000,  6.32643172E-01,  5.22602883E+00
   0.22100,  6.32806775E-01,  5.22235089E+00
   0.22200,  6.32970536E-01,  5.21867132E+00
   0.22300,  6.33134454E-01,  5.21499010E+00
   0.22400,  6.33298531E-01,  5.21130724E+00
   0.22500,  6.33462767E-01,  5.20762272E+00
   0.22600,  6.33627161E-01,  5.20393656E+00
   0.22700,  6.33791715E-01,  5.20024874E+00
   0.22800,  6.33956428E-01,  5.19655926E+00
   0.22900,  6.34121301E-01,  5.19286812E+00
   0.23000,  6.34286335E-01,  5.18917531E+00
   0.23100,  6.34451528E-01,  5.18548084E+00
   0.23200,  6.34616883E-01,  5.18178469E+00
   0.23300,  6.34782399E-01,  5.17808688E+00
   0.23400,  6.34948076E-01,  5.17438738E+00
   0.23500,  6.35113915E-01,  5.17068621E+00
   0.23600,  6.35279917E-01,  5.16698335E+00
   0.23700,  6.35446080E-01,  5.16327881E+00
   0.23800,  6.35612407E-01,  5.15957257E+00
   0.23900,  6.35778896E-01,  5.15586464E+00
   0.24000,  6.35945549E-01,  5.15215502E+00
   0.24100,  6.36112366E-01,  5.14844370E+00
   0.24200,  6.36279347E-01,  5.14473067E+00
   0.24300,  6.36446493E-01,  5.14101594E+00
   0.24400,  6.36613803E-01,  5.13729950E+00
   0.24500,  6.36781278E-01,  5.13358135E+00
   0.24600,  6.36948919E-01,  5.12986148E+00
   0.24700,  6.37116726E-01,  5.12613989E+00
   0.24800,  6.37284699E-01,  5.12241658E+00
   0.24900,  6.37452838E-01,  5.11869155E+00
   0.25000,  6.37621144E-01,  5.11496478E+00
   0.25100,  6.37789618E-01,  5.11123629E+00
   0.25200,  6.37958259E-01,  5.10750606E+00
   0.25300,  6.38127068E-01,  5.10377409E+00
   0.25400,  6.38296045E-01,  5.10004038E+00
   0.25500,  6.38465190E-01,  5.09630492E+00
   0.25600,  6.38634505E-01,  5.09256771E+00
   0.25700,  6.38803989E-01,  5.08882875E+00
   0.25800,  6.38973642E-01,  5.08508804E+00
   0.25900,  6.39143465E-01,  5.08134556E+00
   0.26000,  6.39313459E-01,  5.07760133E+00
   0.26100,  6.39483624E-01,  5.07385532E+00
   0.26200,  6.39653959E-01,  5.07010755E+00
   0.26300,  6.39824466E-01,  5.06635801E+00
   0.26400,  6.39995145E-01,  5.06260668E+00
   0.26500,  6.40165995E-01,  5.05885358E+00
   0.26600,  6.40337019E-01,  5.05509870E+00
   0.26700,  6.40508215E-01,  5.05134203E+00
   0.26800,  6.40679584E-01,  5.04758357E+00
   0.26900,  6.40851127E-01,  5.04382331E+00
   0.27000,  6.41022844E-01,  5.04006126E+00
   0.27100,  6.41194735E-01,  5.03629740E+00
   0.27200,  6.41366801E-01,  5.03253175E+00
   0.27300,  6.41539042E-01,  5.02876428E+00
   0.27400,  6.41711459E-01,  5.02499500E+00
   0.27500,  6.41884051E-01,  5.02122391E+00
   0.27600,  6.42056819E-01,  5.01745100E+00
   0.27700,  6.42229764E-01,  5.01367626E+00
   0.27800,  6.42402886E-01,  5.00989970E+00
   0.27900,  6.42576185E-01,  5.00612131E+00
   0.28000,  6.42749662E-01,  5.00234109E+00
   0.28100,  6.42923317E-01,  4.99855903E+00
   0.28200,  6.43097150E-01,  4.99477513E+00
   0.28300,  6.43271162E-01,  4.99098938E+00
   0.28400,  6.43445354E-01,  4.98720179E+00
   0.28500,  6.43619724E-01,  4.98341234E+00
   0.28600,  6.43794275E-01,  4.97962104E+00
   0.28700,  6.43969007E-01,  4.97582788E+00
   0.28800,  6.44143919E-01,  4.97203286E+00
   0.28900,  6.44319012E-01,  4.96823597E+00
   0.29000,  6.44494287E-01,  4.96443721E+00
   0.29100,  6.44669744E-01,  4.96063657E+00
   0.29200,  6.44845383E-01,  4.95683406E+00
   0.29300,  6.45021204E-01,  4.95302967E+00
   0.29400,  6.45197209E-01,  4.94922338E+00
   0.29500,  6.45373398E-01,  4.94541521E+00
   0.29600,  6.45549770E-01,  4.94160515E+00
   0.29700,  6.45726327E-01,  4.93779319E+00
   0.29800,  6.45903068E-01,  4.93397933E+00
   0.29900,  6.46079995E-01,  4.93016356E+00
   0.30000,  6.46257107E-01,  4.92634588E+00
   0.30100,  6.46434405E-01,  4.92252629E+00
   0.30200,  6.46611889E-01,  4.91870479E+00
   0.30300,  6.46789561E-01,  4.91488136E+00
   0.30400,  6.46967419E-01,  4.91105601E+00
   0.30500,  6.47145465E-01,  4.90722873E+00
   0.30600,  6.47323699E-01,  4.90339951E+00
   0.30700,  6.47502121E-01,  4.89956836E+00
   0.30800,  6.47680732E-01,  4.89573527E+00
   0.30900,  6.47859533E-01,  4.89190024E+00
   0.31000,  6.48038523E-01,  4.88806325E+00
   0.31100,  6.48217703E-01,  4.88422432E+00
   0.31200,  6.48397074E-01,  4.88038342E+00
   0.31300,  6.48576636E-01,  4.87654057E+00
   0.31400,  6.48756389E-01,  4.87269575E+00
   0.31500,  6.48936334E-01,  4.86884896E+00
   0.31600,  6.49116471E-01,  4.86500020E+00
   0.31700,  6.49296801E-01,  4.86114946E+00
   0.31800,  6.49477324E-01,  4.85729674E+00
   0.31900,  6.49658040E-01,  4.85344203E+00
   0.32000,  6.49838951E-01,  4.84958533E+00
   0.32100,  6.50020056E-01,  4.84572664E+00
   0.32200,  6.50201355E-01,  4.84186595E+00
   0.32300,  6.50382850E-01,  4.83800326E+00
   0.32400,  6.50564541E-01,  4.83413856E+00
   0.32500,  6.50746428E-01,  4.83027185E+00
   0.32600,  6.50928511E-01,  4.82640312E+00
   0.32700,  6.51110792E-01,  4.82253238E+00
   0.32800,  6.51293270E-01,  4.81865961E+00
   0.32900,  6.51475946E-01,  4.81478481E+00
   0.33000,  6.51658820E-01,  4.81090798E+00
   0.33100,  6.51841893E-01,  4.80702912E+00
   0.33200,  6.52025166E-01,  4.80314821E+00
   0.33300,  6.52208638E-01,  4.79926525E+00
   0.33400,  6.52392311E-01,  4.79538025E+00
   0.33500,  6.52576184E-01,  4.79149319E+00
   0.33600,  6.52760259E-01,  4.78760407E+00
   0.33700,  6.52944535E-01,  4.78371289E+00
   0.33800,  6.53129013E-01,  4.77981965E+00
   0.33900,  6.53313693E-01,  4.77592432E+00
   0.34000,  6.53498577E-01,  4.77202693E+00
   0.34100,  6.53683664E-01,  4.76812745E+00
   0.34200,  6.53868955E-01,  4.76422588E+00
   0.34300,  6.54054451E-01,  4.76032223E+00
   0.34400,  6.54240151E-01,  4.75641648E+00
   0.34500,  6.54426057E-01,  4.75250863E+00
   0.34600,  6.54612169E-01,  4.74859868E+00
   0.34700,  6.54798487E-01,  4.74468662E+00
   0.34800,  6.54985012E-01,  4.74077244E+00
   0.34900,  6.55171744E-01,  4.73685615E+00
   0.35000,  6.55358684E-01,  4.73293773E+00
   0.35100,  6.55545832E-01,  4.72901719E+00
   0.35200,  6.55733189E-01,  4.72509452E+00
   0.35300,  6.55920755E-01,  4.72116971E+00
   0.35400,  6.56108531E-01,  4.71724276E+00
   0.35500,  6.56296518E-01,  4.71331366E+00
   0.35600,  6.56484715E-01,  4.70938241E+00
   0.35700,  6.56673123E-01,  4.70544900E+00
   0.35800,  6.56861743E-01,  4.70151344E+00
   0.35900,  6.57050575E-01,  4.69757571E+00
   0.36000,  6.57239620E-01,  4.69363581E+00
   0.36100,  6.57428879E-01,  4.68969373E+00
   0.36200,  6.57618351E-01,  4.68574948E+00
   0.36300,  6.57808037E-01,  4.68180304E+00
   0.36400,  6.57997938E-01,  4.67785441E+00
   0.36500,  6.58188054E-01,  4.67390359E+00
   0.36600,  6.58378387E-01,  4.66995057E+00
   0.36700,  6.58568935E-01,  4.66599534E+00
   0.36800,  6.58759701E-01,  4.66203791E+00
   0.36900,  6.58950683E-01,  4.65807826E+00
   0.37000,  6.59141884E-01,  4.65411639E+00
   0.37100,  6.59333303E-01,  4.65015229E+00
   0.37200,  6.59524941E-01,  4.64618597E+00
   0.37300,  6.59716799E-01,  4.64221741E+00
   0.37400,  6.59908876E-01,  4.63824662E+00
   0.37500,  6.60101174E-01,  4.63427358E+00
   0.37600,  6.60293694E-01,  4.63029829E+00
   0.37700,  6.60486434E-01,  4.62632074E+00
   0.37800,  6.60679397E-01,  4.62234093E+00
   0.37900,  6.60872583E-01,  4.61835886E+00
   0.38000,  6.61065992E-01,  4.61437452E+00
   0.38100,  6.61259625E-01,  4.61038791E+00
   0.38200,  6.61453482E-01,  4.60639901E+00
   0.38300,  6.61647564E-01,  4.60240783E+00
   0.38400,  6.61841871E-01,  4.59841435E+00
   0.38500,  6.62036405E-01,  4.59441858E+00
   0.38600,  6.62231165E-01,  4.59042051E+00
   0.38700,  6.62426152E-01,  4.58642012E+00
   0.38800,  6.62621367E-01,  4.58241743E+00
   0.38900,  6.62816810E-01,  4.57841242E+00
   0.39000,  6.63012481E-01,  4.57440508E+00
   0.39100,  6.63208383E-01,  4.57039542E+00
   0.39200,  6.63404514E-01,  4.56638342E+00
   0.39300,  6.63600876E-01,  4.56236908E+00
   0.39400,  6.63797468E-01,  4.55835240E+00
   0.39500,  6.63994293E-01,  4.55433337E+00
   0.39600,  6.64191350E-01,  4.55031197E+00
   0.39700,  6.64388639E-01,  4.54628822E+00
   0.39800,  6.64586162E-01,  4.54226210E+00
   0.39900,  6.64783919E-01,  4.53823361E+00
   0.40000,  6.64981911E-01,  4.53420274E+00
   0.40100,  6.65180138E-01,  4.53016948E+00
   0.40200,  6.65378600E-01,  4.52613384E+00
   0.40300,  6.65577299E-01,  4.52209579E+00
   0.40400,  6.65776235E-01,  4.51805535E+00
   0.40500,  6.65975409E-01,  4.51401250E+00
   0.40600,  6.66174821E-01,  4.50996724E+00
   0.40700,  6.66374471E-01,  4.50591956E+00
   0.40800,  6.66574361E-01,  4.50186945E+00
   0.40900,  6.66774491E-01,  4.49781691E+00
   0.41000,  6.66974861E-01,  4.49376194E+00
   0.41100,  6.67175473E-01,  4.48970453E+00
   0.41200,  6.67376327E-01,  4.48564466E+00
   0.41300,  6.67577423E-01,  4.48158235E+00
   0.41400,  6.67778762E-01,  4.47751757E+00
   0.41500,  6.67980345E-01,  4.47345033E+00
   0.41600,  6.68182172E-01,  4.46938062E+00
   0.41700,  6.68384244E-01,  4.46530843E+00
   0.41800,  6.68586562E-01,  4.46123375E+00
   0.41900,  6.68789126E-01,  4.45715659E+00
   0.42000,  6.68991937E-01,  4.45307693E+00
   0.42100,  6.69194996E-01,  4.44899477E+00
   0.42200,  6.69398303E-01,  4.44491010E+00
   0.42300,  6.69601858E-01,  4.44082291E+00
   0.42400,  6.69805663E-01,  4.43673321E+00
   0.42500,  6.70009718E-01,  4.43264098E+00
   0.42600,  6.70214024E-01,  4.42854622E+00
   0.42700,  6.70418582E-01,  4.42444891E+00
   0.42800,  6.70623391E-01,  4.42034906E+00
   0.42900,  6.70828453E-01,  4.41624666E+00
   0.43000,  6.71033769E-01,  4.41214171E+00
   0.43100,  6.71239339E-01,  4.40803418E+00
   0.43200,  6.71445163E-01,  4.40392409E+00
   0.43300,  6.71651243E-01,  4.39981142E+00
   0.43400,  6.71857579E-01,  4.39569617E+00
   0.43500,  6.72064172E-01,  4.39157832E+00
   0.43600,  6.72271023E-01,  4.38745788E+00
   0.43700,  6.72478131E-01,  4.38333484E+00
   0.43800,  6.72685498E-01,  4.37920918E+00
   0.43900,  6.72893125E-01,  4.37508091E+00
   0.44000,  6.73101013E-01,  4.37095002E+00
