x,rho,T
  0.00000000E+00,  0.40000000E+00,  0.60000000E+01
  0.50000000E-02,  0.40100000E+00,  0.59624995E+01
  0.10000000E-01,  0.40200000E+00,  0.59253732E+01
  0.15000000E-01,  0.40300000E+00,  0.58882429E+01
  0.20000000E-01,  0.40400000E+00,  0.58514852E+01
  0.25000000E-01,  0.40500000E+00,  0.58147196E+01
  0.30000000E-01,  0.40600000E+00,  0.57783252E+01
  0.35000000E-01,  0.40700000E+00,  0.57419190E+01
  0.40000000E-01,  0.40800000E+00,  0.57058824E+01
  0.45000000E-01,  0.40900000E+00,  0.56698303E+01
  0.50000000E-01,  0.41000000E+00,  0.56341464E+01
  0.55000000E-01,  0.41100000E+00,  0.55984432E+01
  0.60000000E-01,  0.41200000E+00,  0.55631068E+01
  0.65000000E-01,  0.41300000E+00,  0.55277475E+01
  0.70000000E-01,  0.41400000E+00,  0.54927537E+01
  0.75000000E-01,  0.41500000E+00,  0.54577332E+01
  0.80000000E-01,  0.41600000E+00,  0.54230770E+01
  0.85000000E-01,  0.41700000E+00,  0.53883905E+01
  0.90000000E-01,  0.41800000E+00,  0.53540670E+01
  0.95000000E-01,  0.41900000E+00,  0.53197097E+01
  0.10000000E+00,  0.42000000E+00,  0.52857143E+01
  0.10500000E+00,  0.42100000E+00,  0.52516815E+01
  0.11000000E+00,  0.42200000E+00,  0.52180095E+01
  0.11500000E+00,  0.42300000E+00,  0.51842966E+01
  0.12000000E+00,  0.42400000E+00,  0.51509434E+01
  0.12500000E+00,  0.42500000E+00,  0.51175459E+01
  0.13000000E+00,  0.42600000E+00,  0.50845070E+01
  0.13500000E+00,  0.42700000E+00,  0.50514204E+01
  0.14000000E+00,  0.42800000E+00,  0.50186915E+01
  0.14500000E+00,  0.42900000E+00,  0.49859115E+01
  0.15000000E+00,  0.43000000E+00,  0.49534883E+01
  0.15500000E+00,  0.43100000E+00,  0.49210106E+01
  0.16000000E+00,  0.43200000E+00,  0.48888888E+01
  0.16500000E+00,  0.43300000E+00,  0.48567092E+01
  0.17000000E+00,  0.43400000E+00,  0.48248847E+01
  0.17500000E+00,  0.43500000E+00,  0.47929991E+01
  0.18000000E+00,  0.43600000E+00,  0.47614678E+01
  0.18500000E+00,  0.43700000E+00,  0.47298721E+01
  0.19000000E+00,  0.43800000E+00,  0.46986300E+01
  0.19500000E+00,  0.43900000E+00,  0.46673203E+01
  0.20000000E+00,  0.44000000E+00,  0.46363634E+01
  0.20500000E+00,  0.44100000E+00,  0.46053359E+01
  0.21000000E+00,  0.44200000E+00,  0.45746604E+01
  0.21500000E+00,  0.44300000E+00,  0.45439111E+01
  0.22000000E+00,  0.44400000E+00,  0.45135133E+01
  0.22500000E+00,  0.44500000E+00,  0.44830385E+01
  0.23000000E+00,  0.44600000E+00,  0.44529145E+01
  0.23500000E+00,  0.44700000E+00,  0.44227106E+01
  0.24000000E+00,  0.44800000E+00,  0.43928568E+01
  0.24500000E+00,  0.44900000E+00,  0.43629201E+01
  0.25000000E+00,  0.45000000E+00,  0.43333330E+01
  0.25500000E+00,  0.45100000E+00,  0.43036599E+01
  0.26000000E+00,  0.45200000E+00,  0.42743359E+01
  0.26500000E+00,  0.45300000E+00,  0.42449229E+01
  0.27000000E+00,  0.45400000E+00,  0.42158586E+01
  0.27500000E+00,  0.45500000E+00,  0.41867023E+01
  0.28000000E+00,  0.45600000E+00,  0.41578943E+01
  0.28500000E+00,  0.45700000E+00,  0.41289913E+01
  0.29000000E+00,  0.45800000E+00,  0.41004362E+01
  0.29500000E+00,  0.45900000E+00,  0.40717832E+01
  0.30000000E+00,  0.46000000E+00,  0.40434778E+01
  0.30500000E+00,  0.46100000E+00,  0.40150715E+01
  0.31000000E+00,  0.46200000E+00,  0.39870125E+01
  0.31500000E+00,  0.46300000E+00,  0.39588498E+01
  0.32000000E+00,  0.46400000E+00,  0.39310339E+01
  0.32500000E+00,  0.46500000E+00,  0.39031116E+01
  0.33000000E+00,  0.46600000E+00,  0.38755359E+01
  0.33500000E+00,  0.46700000E+00,  0.38478509E+01
  0.34000000E+00,  0.46800000E+00,  0.38205122E+01
  0.34500000E+00,  0.46900000E+00,  0.37930615E+01
