x,rho,T
0.617,0.7148089446484093,3.590776971351708
0.618,0.7150780767784776,3.586038212480247
0.619,0.7153476664740913,3.5812949716656632
0.62,0.7156177154698894,3.576547232674605
0.621,0.7158882255121847,3.5717949791660466
0.622,0.7161591983472991,3.567038194798877
0.623,0.7164306357215552,3.5622768632319843
0.624,0.71670253938727,3.5575109680689767
0.625,0.7169749111322643,3.552740492586093
0.626,0.7172477527573605,3.547965419939685
0.627,0.7175210660633999,3.543185733285928
0.628,0.717794852851224,3.538401415780999
0.629,0.7180691149274029,3.53361245052827
0.63,0.7183438541352014,3.5288188202928485
0.631,0.718619072332338,3.5240205077066102
0.632,0.7188947713765652,3.5192174954011155
0.633,0.7191709531256353,3.5144097660079243
