 # Pos, Temperature
           1   6.0546824154713876     
           2   6.0134123344147499     
           3   5.9851064717964162     
           4   5.9483369720825614     
           5   5.9153653821823307     
           6   5.8727055410979245     
           7   5.8407101281430354     
           8   5.7956117110638425     
           9   5.7584728336773852     
          10   5.7209160740266096     
          11   5.6816769838670664     
          12   5.6446898169742372     
          13   5.6093388713741978     
          14   5.5766915430906803     
          15   5.5395799196634457     
          16   5.4980291616542694     
          17   5.4574983929935970     
          18   5.4173323993193288     
          19   5.3761617228705187     
          20   5.3375473689759838     
          21   5.2955532994353369     
          22   5.2613590703217055     
          23   5.2177881178195289     
          24   5.1874552567447907     
          25   5.1516600688289405     
          26   5.0987923768025682     
          27   5.0664726643472910     
          28   5.0289479579547338     
          29   4.9773503486901056     
          30   4.9339332610463327     
          31   4.8949954162047966     
          32   4.8560338992468566     
          33   4.8155660551276727     
          34   4.7761977960361950     
          35   4.7351467982349522     
          36   4.7010617357599251     
          37   4.6518113149849114     
          38   4.6017285668965400     
          39   4.5642917736763442     
          40   4.5199250713888466     
          41   4.4852972526532291     
          42   4.4373519923917470     
          43   4.3996637516933248     
          44   4.3475579613662552     
          45   4.3105879699803138     
          46   4.2621353453965298     
          47   4.2159202348966849     
          48   4.1690916742283637     
          49   4.1276821537406159     
          50   4.0789879365746469     
          51   4.0390117900042988     
          52   3.9936372933243751     
          53   3.9448243634109552     
          54   3.8958270670711750     
          55   3.8443970569490769     
          56   3.8056891614365616     
          57   3.7518227301689411     
          58   3.7060523839302086     
          59   3.6608861513124742     
          60   3.6109358451438847     
          61   3.5577732816991743     
          62   3.5087346689418069     
          63   3.4613342384501453     
          64   3.4114078098269025     
          65   3.3595739964274247     
          66   3.3110469592109428     
          67   3.2647696349867763     
          68   3.2121712025329079     
          69   3.1558405293708129     
          70   3.1004146937159311     
          71   3.0504239036761107     
          72   2.9958710677403015     
          73   2.9406916236061917     
          74   2.8853524467329734     
          75   2.8323605190652192     
          76   2.7737514574619531     
          77   2.7171599879770190     
          78   2.6588045986193776     
          79   2.6019658094586386     
          80   2.5413919364041710     
          81   2.4813200173000465     
          82   2.4216579776923406     
          83   2.3605310333015526     
          84   2.2969169571223351     
          85   2.2342149804677991     
          86   2.1693198010272305     
          87   2.1045051873763199     
          88   2.0353235595852097     
          89   1.9691056975293613     
          90   1.8982368064287474     
          91   1.8276118893938378     
          92   1.7557606815956832     
          93   1.6821964546763244     
          94   1.6063164810036199     
          95   1.5303950262456663     
          96   1.4478263507144917     
          97   1.3644321254510667     
          98   1.2796119701923059     
          99   1.1911426460389256     
         100   1.0974170952973175     
