x,rho,T
  0.26500000E+00,  0.32394232E+00,  0.32447158E+01
  0.26750000E+00,  0.32522713E+00,  0.32322309E+01
  0.27000000E+00,  0.32651908E+00,  0.32199428E+01
  0.27250000E+00,  0.32780827E+00,  0.32075711E+01
  0.27500000E+00,  0.32910468E+00,  0.31953954E+01
  0.27750000E+00,  0.33039825E+00,  0.31831354E+01
  0.28000000E+00,  0.33169911E+00,  0.31710704E+01
  0.28250000E+00,  0.33299706E+00,  0.31589204E+01
  0.28500000E+00,  0.33430237E+00,  0.31469645E+01
  0.28750000E+00,  0.33560471E+00,  0.31349228E+01
  0.29000000E+00,  0.33691447E+00,  0.31230745E+01
  0.29250000E+00,  0.33822119E+00,  0.31111397E+01
  0.29500000E+00,  0.33953542E+00,  0.30993973E+01
  0.29750000E+00,  0.34084652E+00,  0.30875677E+01
  0.30000000E+00,  0.34216521E+00,  0.30759298E+01
  0.30250000E+00,  0.34348070E+00,  0.30642039E+01
  0.30500000E+00,  0.34480384E+00,  0.30526689E+01
  0.30750000E+00,  0.34612372E+00,  0.30410453E+01
  0.31000000E+00,  0.34745133E+00,  0.30296118E+01
  0.31250000E+00,  0.34877560E+00,  0.30180890E+01
  0.31500000E+00,  0.35010767E+00,  0.30067554E+01
  0.31750000E+00,  0.35143633E+00,  0.29953320E+01
  0.32000000E+00,  0.35277287E+00,  0.29840970E+01
  0.32250000E+00,  0.35410591E+00,  0.29727715E+01
  0.32500000E+00,  0.35544692E+00,  0.29616338E+01
  0.32750000E+00,  0.35678436E+00,  0.29504049E+01
  0.33000000E+00,  0.35812984E+00,  0.29393629E+01
  0.33250000E+00,  0.35947168E+00,  0.29282292E+01
  0.33500000E+00,  0.36082163E+00,  0.29172818E+01
  0.33750000E+00,  0.36216786E+00,  0.29062419E+01
  0.34000000E+00,  0.36352229E+00,  0.28953876E+01
  0.34250000E+00,  0.36487291E+00,  0.28844404E+01
  0.34500000E+00,  0.36623183E+00,  0.28736780E+01
  0.34750000E+00,  0.36758685E+00,  0.28628220E+01
  0.35000000E+00,  0.36895024E+00,  0.28521502E+01
  0.35250000E+00,  0.37030966E+00,  0.28413842E+01
  0.35500000E+00,  0.37167754E+00,  0.28308017E+01
  0.35750000E+00,  0.37304135E+00,  0.28201246E+01
  0.36000000E+00,  0.37441372E+00,  0.28096302E+01
  0.36250000E+00,  0.37578194E+00,  0.27990406E+01
  0.36500000E+00,  0.37715879E+00,  0.27886331E+01
  0.36750000E+00,  0.37853142E+00,  0.27781300E+01
  0.37000000E+00,  0.37991276E+00,  0.27678082E+01
  0.37250000E+00,  0.38128979E+00,  0.27573902E+01
  0.37500000E+00,  0.38267563E+00,  0.27471530E+01
  0.37750000E+00,  0.38405707E+00,  0.27368190E+01
  0.38000000E+00,  0.38544740E+00,  0.27266652E+01
  0.38250000E+00,  0.38683325E+00,  0.27164142E+01
  0.38500000E+00,  0.38822809E+00,  0.27063427E+01
  0.38750000E+00,  0.38961834E+00,  0.26961734E+01
  0.39000000E+00,  0.39101768E+00,  0.26861831E+01
  0.39250000E+00,  0.39241235E+00,  0.26760946E+01
  0.39500000E+00,  0.39381620E+00,  0.26661843E+01
  0.39750000E+00,  0.39521528E+00,  0.26561754E+01
  0.40000000E+00,  0.39662363E+00,  0.26463441E+01
  0.40250000E+00,  0.39802713E+00,  0.26364138E+01
  0.40500000E+00,  0.39944000E+00,  0.26266605E+01
  0.40750000E+00,  0.40084791E+00,  0.26168077E+01
  0.41000000E+00,  0.40226530E+00,  0.26071314E+01
  0.41250000E+00,  0.40367763E+00,  0.25973551E+01
  0.41500000E+00,  0.40509954E+00,  0.25877547E+01
  0.41750000E+00,  0.40651629E+00,  0.25780539E+01
  0.42000000E+00,  0.40794272E+00,  0.25685284E+01
  0.42250000E+00,  0.40936390E+00,  0.25589021E+01
  0.42500000E+00,  0.41079485E+00,  0.25494506E+01
  0.42750000E+00,  0.41222045E+00,  0.25398978E+01
  0.43000000E+00,  0.41365593E+00,  0.25305192E+01
  0.43250000E+00,  0.41508597E+00,  0.25210391E+01
  0.43500000E+00,  0.41652597E+00,  0.25117325E+01
  0.43750000E+00,  0.41796044E+00,  0.25023240E+01
  0.44000000E+00,  0.41940498E+00,  0.24930885E+01
  0.44250000E+00,  0.42084388E+00,  0.24837507E+01
  0.44500000E+00,  0.42229296E+00,  0.24745854E+01
  0.44750000E+00,  0.42373630E+00,  0.24653175E+01
  0.45000000E+00,  0.42518992E+00,  0.24562214E+01
  0.45250000E+00,  0.42663769E+00,  0.24470223E+01
  0.45500000E+00,  0.42809586E+00,  0.24379947E+01
  0.45750000E+00,  0.42954807E+00,  0.24288636E+01
