x,rho,T
  0.00000000E+00,  0.90000000E+00,  0.20000000E+01
  0.25000000E-02,  0.89821638E+00,  0.19995786E+01
  0.50000000E-02,  0.89643276E+00,  0.19991538E+01
  0.75000000E-02,  0.89464914E+00,  0.19987289E+01
  0.10000000E-01,  0.89286553E+00,  0.19983006E+01
  0.12500000E-01,  0.89108192E+00,  0.19978722E+01
  0.15000000E-01,  0.88929831E+00,  0.19974403E+01
  0.17500000E-01,  0.88751470E+00,  0.19970083E+01
  0.20000000E-01,  0.88573110E+00,  0.19965729E+01
  0.22500000E-01,  0.88394749E+00,  0.19961373E+01
  0.25000000E-01,  0.88216390E+00,  0.19956983E+01
  0.27500000E-01,  0.88038030E+00,  0.19952590E+01
  0.30000000E-01,  0.87859671E+00,  0.19948163E+01
  0.32500000E-01,  0.87681311E+00,  0.19943734E+01
  0.35000000E-01,  0.87502953E+00,  0.19939269E+01
  0.37500000E-01,  0.87324594E+00,  0.19934802E+01
  0.40000000E-01,  0.87146236E+00,  0.19930300E+01
  0.42500000E-01,  0.86967878E+00,  0.19925795E+01
  0.45000000E-01,  0.86789521E+00,  0.19921255E+01
  0.47500000E-01,  0.86611163E+00,  0.19916712E+01
  0.50000000E-01,  0.86432807E+00,  0.19912133E+01
  0.52500000E-01,  0.86254449E+00,  0.19907551E+01
  0.55000000E-01,  0.86076094E+00,  0.19902932E+01
  0.57500000E-01,  0.85897737E+00,  0.19898311E+01
  0.60000000E-01,  0.85719382E+00,  0.19893653E+01
  0.62500000E-01,  0.85541026E+00,  0.19888991E+01
  0.65000000E-01,  0.85362673E+00,  0.19884293E+01
  0.67500000E-01,  0.85184317E+00,  0.19879591E+01
  0.70000000E-01,  0.85005964E+00,  0.19874853E+01
  0.72500000E-01,  0.84827610E+00,  0.19870109E+01
  0.75000000E-01,  0.84649257E+00,  0.19865330E+01
  0.77500000E-01,  0.84470904E+00,  0.19860545E+01
  0.80000000E-01,  0.84292552E+00,  0.19855723E+01
  0.82500000E-01,  0.84114199E+00,  0.19850896E+01
  0.85000000E-01,  0.83935849E+00,  0.19846032E+01
  0.87500000E-01,  0.83757497E+00,  0.19841163E+01
  0.90000000E-01,  0.83579147E+00,  0.19836256E+01
  0.92500000E-01,  0.83400796E+00,  0.19831343E+01
  0.95000000E-01,  0.83222447E+00,  0.19826393E+01
  0.97500000E-01,  0.83044097E+00,  0.19821436E+01
  0.10000000E+00,  0.82865750E+00,  0.19816441E+01
  0.10250000E+00,  0.82687400E+00,  0.19811440E+01
  0.10500000E+00,  0.82509054E+00,  0.19806401E+01
  0.10750000E+00,  0.82330705E+00,  0.19801355E+01
  0.11000000E+00,  0.82152360E+00,  0.19796270E+01
  0.11250000E+00,  0.81974013E+00,  0.19791178E+01
  0.11500000E+00,  0.81795669E+00,  0.19786048E+01
  0.11750000E+00,  0.81617322E+00,  0.19780910E+01
  0.12000000E+00,  0.81438979E+00,  0.19775733E+01
  0.12250000E+00,  0.81260634E+00,  0.19770547E+01
  0.12500000E+00,  0.81082292E+00,  0.19765324E+01
  0.12750000E+00,  0.80903948E+00,  0.19760091E+01
  0.13000000E+00,  0.80725608E+00,  0.19754819E+01
  0.13250000E+00,  0.80547265E+00,  0.19749538E+01
  0.13500000E+00,  0.80368925E+00,  0.19744217E+01
  0.13750000E+00,  0.80190584E+00,  0.19738887E+01
  0.14000000E+00,  0.80012246E+00,  0.19733518E+01
  0.14250000E+00,  0.79833905E+00,  0.19728138E+01
  0.14500000E+00,  0.79655569E+00,  0.19722719E+01
  0.14750000E+00,  0.79477230E+00,  0.19717289E+01
  0.15000000E+00,  0.79298895E+00,  0.19711819E+01
  0.15250000E+00,  0.79120557E+00,  0.19706337E+01
  0.15500000E+00,  0.78942224E+00,  0.19700816E+01
  0.15750000E+00,  0.78763887E+00,  0.19695283E+01
  0.16000000E+00,  0.78585555E+00,  0.19689710E+01
  0.16250000E+00,  0.78407221E+00,  0.19684125E+01
  0.16500000E+00,  0.78228890E+00,  0.19678498E+01
  0.16750000E+00,  0.78050557E+00,  0.19672860E+01
  0.17000000E+00,  0.77872228E+00,  0.19667180E+01
  0.17250000E+00,  0.77693897E+00,  0.19661487E+01
  0.17500000E+00,  0.77515570E+00,  0.19655753E+01
  0.17750000E+00,  0.77337239E+00,  0.19650006E+01
  0.18000000E+00,  0.77158914E+00,  0.19644217E+01
  0.18250000E+00,  0.76980586E+00,  0.19638414E+01
  0.18500000E+00,  0.76802262E+00,  0.19632568E+01
  0.18750000E+00,  0.76623936E+00,  0.19626709E+01
  0.19000000E+00,  0.76445614E+00,  0.19620807E+01
  0.19250000E+00,  0.76267289E+00,  0.19614890E+01
  0.19500000E+00,  0.76088970E+00,  0.19608930E+01
  0.19750000E+00,  0.75910647E+00,  0.19602955E+01
  0.20000000E+00,  0.75732329E+00,  0.19596937E+01
  0.20250000E+00,  0.75554008E+00,  0.19590903E+01
  0.20500000E+00,  0.75375693E+00,  0.19584826E+01
  0.20750000E+00,  0.75197374E+00,  0.19578732E+01
  0.21000000E+00,  0.75019060E+00,  0.19572595E+01
  0.21250000E+00,  0.74840743E+00,  0.19566440E+01
  0.21500000E+00,  0.74662432E+00,  0.19560241E+01
  0.21750000E+00,  0.74484117E+00,  0.19554025E+01
  0.22000000E+00,  0.74305808E+00,  0.19547764E+01
  0.22250000E+00,  0.74127496E+00,  0.19541485E+01
  0.22500000E+00,  0.73949189E+00,  0.19535161E+01
  0.22750000E+00,  0.73770879E+00,  0.19528819E+01
  0.23000000E+00,  0.73592575E+00,  0.19522431E+01
  0.23250000E+00,  0.73414267E+00,  0.19516023E+01
  0.23500000E+00,  0.73235965E+00,  0.19509571E+01
  0.23750000E+00,  0.73057660E+00,  0.19503098E+01
  0.24000000E+00,  0.72879361E+00,  0.19496579E+01
  0.24250000E+00,  0.72701058E+00,  0.19490039E+01
  0.24500000E+00,  0.72522761E+00,  0.19483454E+01
  0.24750000E+00,  0.72344461E+00,  0.19476846E+01
  0.25000000E+00,  0.72166167E+00,  0.19470192E+01
  0.25250000E+00,  0.71987870E+00,  0.19463517E+01
  0.25500000E+00,  0.71809579E+00,  0.19456794E+01
  0.25750000E+00,  0.71631284E+00,  0.19450048E+01
  0.26000000E+00,  0.71452996E+00,  0.19443255E+01
  0.26250000E+00,  0.71274704E+00,  0.19436438E+01
  0.26500000E+00,  0.71096419E+00,  0.19429573E+01
  0.26750000E+00,  0.70918130E+00,  0.19422685E+01
  0.27000000E+00,  0.70739848E+00,  0.19415747E+01
  0.27250000E+00,  0.70561562E+00,  0.19408786E+01
  0.27500000E+00,  0.70383284E+00,  0.19401775E+01
  0.27750000E+00,  0.70205001E+00,  0.19394739E+01
  0.28000000E+00,  0.70026726E+00,  0.19387653E+01
  0.28250000E+00,  0.69848446E+00,  0.19380541E+01
  0.28500000E+00,  0.69670174E+00,  0.19373379E+01
  0.28750000E+00,  0.69491898E+00,  0.19366191E+01
  0.29000000E+00,  0.69313629E+00,  0.19358951E+01
  0.29250000E+00,  0.69135357E+00,  0.19351685E+01
  0.29500000E+00,  0.68957092E+00,  0.19344366E+01
  0.29750000E+00,  0.68778823E+00,  0.19337021E+01
  0.30000000E+00,  0.68600562E+00,  0.19329622E+01
  0.30250000E+00,  0.68422297E+00,  0.19322196E+01
  0.30500000E+00,  0.68244039E+00,  0.19314717E+01
  0.30750000E+00,  0.68065778E+00,  0.19307208E+01
  0.31000000E+00,  0.67887524E+00,  0.19299646E+01
  0.31250000E+00,  0.67709267E+00,  0.19292054E+01
  0.31500000E+00,  0.67531018E+00,  0.19284408E+01
  0.31750000E+00,  0.67352764E+00,  0.19276731E+01
  0.32000000E+00,  0.67174519E+00,  0.19269000E+01
  0.32250000E+00,  0.66996270E+00,  0.19261236E+01
  0.32500000E+00,  0.66818029E+00,  0.19253418E+01
  0.32750000E+00,  0.66639785E+00,  0.19245567E+01
  0.33000000E+00,  0.66461548E+00,  0.19237660E+01
  0.33250000E+00,  0.66283308E+00,  0.19229720E+01
  0.33500000E+00,  0.66105076E+00,  0.19221724E+01
  0.33750000E+00,  0.65926841E+00,  0.19213693E+01
  0.34000000E+00,  0.65748614E+00,  0.19205604E+01
  0.34250000E+00,  0.65570383E+00,  0.19197481E+01
  0.34500000E+00,  0.65392161E+00,  0.19189300E+01
  0.34750000E+00,  0.65213935E+00,  0.19181082E+01
  0.35000000E+00,  0.65035718E+00,  0.19172806E+01
  0.35250000E+00,  0.64857497E+00,  0.19164493E+01
  0.35500000E+00,  0.64679285E+00,  0.19156121E+01
  0.35750000E+00,  0.64501070E+00,  0.19147711E+01
  0.36000000E+00,  0.64322864E+00,  0.19139240E+01
  0.36250000E+00,  0.64144653E+00,  0.19130731E+01
  0.36500000E+00,  0.63966453E+00,  0.19122160E+01
  0.36750000E+00,  0.63788248E+00,  0.19113550E+01
  0.37000000E+00,  0.63610053E+00,  0.19104878E+01
  0.37250000E+00,  0.63431854E+00,  0.19096165E+01
  0.37500000E+00,  0.63253665E+00,  0.19087389E+01
  0.37750000E+00,  0.63075472E+00,  0.19078572E+01
  0.38000000E+00,  0.62897289E+00,  0.19069690E+01
  0.38250000E+00,  0.62719103E+00,  0.19060767E+01
